City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Dhidhdhoo,MV,2021-03-19 18:21:32,6.8833,73.1,83.28,68,65,4.56
380,Tirlyanskiy,RU,2021-03-19 18:21:33,54.2109,58.5806,20.53,97,97,2.21
381,Huarmey,PE,2021-03-19 18:21:33,-10.0681,-78.1522,78.19,62,58,12.08
382,Ciudad Bolivar,VE,2021-03-19 18:21:33,8.1222,-63.5497,94.12,30,4,9.82
383,Buchanan,LR,2021-03-19 18:21:33,5.8808,-10.0467,84.2,74,20,11.5
384,Vermilion,US,2021-03-19 18:21:34,40.1667,-87.7506,45.0,42,1,14.97
385,Aykhal,RU,2021-03-19 18:21:34,66.0,111.5,-12.1,99,94,8.59
386,Alice Springs,AU,2021-03-19 18:21:34,-23.7,133.8833,69.8,64,99,6.91
387,Bambanglipuro,ID,2021-03-19 18:21:35,-7.95,110.2833,76.96,87,89,7.43
388,Baturaja,ID,2021-03-19 18:21:35,-4.1333,104.1667,73.67,96,87,2.26
389,Tomatlan,MX,2021-03-19 18:21:35,19.9333,-105.25,88.32,32,0,7.9
390,Senanga,ZM,2021-03-19 18:21:36,-16.1167,23.2667,70.18,77,20,3.69
391,Padang,ID,2021-03-19 18:21:36,-0.9492,100.3543,75.2,100,75,2.3
392,Preobrazheniye,RU,2021-03-19 18:21:36,42.9019,133.9064,33.12,69,47,2.93
393,San Quintin,MX,2021-03-19 18:21:37,30.4833,-115.95,64.76,59,0,9.82
394,Wasilla,US,2021-03-19 18:21:37,61.5814,-149.4394,10.99,78,1,3.44
395,Baykit,RU,2021-03-19 18:21:37,61.67,96.37,25.03,90,100,13.98
396,Yar-Sale,RU,2021-03-19 18:21:37,66.8333,70.8333,-18.89,99,57,9.24
397,Yulara,AU,2021-03-19 18:21:38,-25.2406,130.9889,73.4,40,100,5.75
398,Pokrovka,KG,2021-03-19 18:21:38,42.3414,78.0056,34.21,34,0,11.86
399,Yenangyaung,MM,2021-03-19 18:21:39,20.4667,94.8833,73.58,46,46,2.89
400,Bairiki,KI,2021-03-19 18:21:39,1.3292,172.9752,80.6,78,75,8.05
401,Okhotsk,RU,2021-03-19 18:21:39,59.3833,143.3,1.49,64,0,15.3
402,Ballina,AU,2021-03-19 18:21:40,-28.8667,153.5667,69.8,94,75,3.44
403,Erdenet,MN,2021-03-19 18:21:40,49.0333,104.0833,13.44,94,100,2.44
404,Adrar,MR,2021-03-19 18:21:40,20.5022,-10.0711,87.51,9,0,8.68
405,Ca Mau,VN,2021-03-19 18:21:41,9.1769,105.15,76.14,88,18,2.86
406,Sambava,MG,2021-03-19 18:21:41,-14.2667,50.1667,79.3,85,98,8.48
407,Rumoi,JP,2021-03-19 18:18:03,43.9344,141.6428,28.38,79,71,2.17
408,Moba,CN,2021-03-19 18:21:41,33.2288,105.0179,32.38,84,100,8.59
409,San Carlos De Bariloche,AR,2021-03-19 18:20:32,-41.1456,-71.3082,70.0,36,20,25.32
410,Silver City,US,2021-03-19 18:21:41,32.7701,-108.2803,62.6,16,1,12.66
411,Zhenjiang,CN,2021-03-19 18:21:42,32.2092,119.4342,48.0,97,100,7.94
412,Manicore,BR,2021-03-19 18:21:42,-5.8092,-61.3003,82.31,69,95,1.1
413,San Vicente,AR,2021-03-19 18:21:42,-26.6167,-54.1333,91.2,30,31,4.0
414,Durban,ZA,2021-03-19 18:21:14,-29.8579,31.0292,77.0,83,75,6.91
415,Villa Carlos Paz,AR,2021-03-19 18:21:43,-31.4241,-64.4978,68.0,78,79,5.01
416,Axim,GH,2021-03-19 18:21:43,4.8699,-2.2405,81.66,72,97,9.13
417,Alekseyevsk,RU,2021-03-19 18:21:43,57.8406,108.3492,15.75,95,97,6.49
418,Portland,US,2021-03-19 18:20:18,45.5234,-122.6762,50.0,66,90,17.27
419,Leeton,AU,2021-03-19 18:21:44,-34.5667,146.4,60.8,72,0,8.05
420,Enid,US,2021-03-19 18:21:44,36.3956,-97.8784,55.4,47,1,3.44
421,George Town,MY,2021-03-19 18:18:04,5.4112,100.3354,80.6,61,20,2.3
422,Terrace Bay,CA,2021-03-19 18:21:45,48.7834,-87.1,37.4,69,20,9.22
423,Shawnee,US,2021-03-19 18:21:45,39.05,-95.7669,52.0,40,1,3.44
424,Barreirinhas,BR,2021-03-19 18:21:45,-2.7469,-42.8264,85.21,67,88,9.35
425,Clyde River,CA,2021-03-19 18:21:46,70.4692,-68.5914,-14.8,76,20,4.61
426,Roma,US,2021-03-19 18:20:03,43.2128,-75.4557,35.01,29,1,11.5
427,Chapleau,CA,2021-03-19 18:21:46,47.8405,-83.4034,46.4,25,1,13.8
428,Benin,BJ,2021-03-19 18:21:46,9.5,2.25,87.87,46,85,12.24
429,Challans,FR,2021-03-19 18:21:47,46.8436,-1.8749,50.0,43,0,12.66
430,Tilbury,GB,2021-03-19 18:21:47,51.4625,0.3586,46.0,72,0,1.01
431,Payo,ID,2021-03-19 18:21:47,-3.7508,103.6372,72.81,97,100,2.01
432,Alyangula,AU,2021-03-19 18:21:48,-13.8483,136.4192,81.73,78,64,8.12
433,Vancouver,CA,2021-03-19 18:21:40,49.2497,-123.1193,50.0,76,90,17.27
434,Lukavac,BA,2021-03-19 18:21:48,44.5334,18.527,35.6,69,20,4.61
435,Kruisfontein,ZA,2021-03-19 18:21:48,-34.0033,24.7314,64.99,89,100,1.99
436,Pasni,PK,2021-03-19 18:21:49,25.2631,63.471,75.07,79,0,2.35
437,Asau,RO,2021-03-19 18:21:49,46.4333,26.4,33.01,69,100,2.13
438,Saint-Joseph,RE,2021-03-19 18:21:49,-21.3667,55.6167,78.8,83,75,13.8
439,Magadan,RU,2021-03-19 18:21:49,59.5667,150.8,-6.7,68,0,6.13
440,Ucluelet,CA,2021-03-19 18:19:34,48.9329,-125.5528,44.01,93,90,9.22
441,Misratah,LY,2021-03-19 18:21:50,32.3754,15.0925,63.7,70,46,11.23
442,Velsk,RU,2021-03-19 18:21:50,61.0701,42.0983,18.45,92,99,5.95
443,Sibolga,ID,2021-03-19 18:21:51,1.7427,98.7792,78.42,87,100,2.51
444,Landeck,AT,2021-03-19 18:21:51,47.1301,10.5636,30.99,46,20,3.44
445,Bihoro,JP,2021-03-19 18:21:51,43.8228,144.1044,28.99,75,19,5.99
446,Atocha,BO,2021-03-19 18:21:52,-20.9333,-66.2333,61.66,28,64,13.2
447,Lagoa,PT,2021-03-19 18:21:52,39.05,-27.9833,59.25,82,57,16.51
448,Santa Ines,BR,2021-03-19 18:21:52,-3.6667,-45.38,83.43,82,86,2.57
449,Urengoy,RU,2021-03-19 18:21:53,65.9667,78.3667,-18.65,96,1,9.08
450,Lithgow,AU,2021-03-19 18:21:53,-33.4833,150.15,55.99,43,100,13.38
451,Staroaleyskoye,RU,2021-03-19 18:21:53,51.0061,82.0,19.71,83,27,5.21
452,Eureka,US,2021-03-19 18:21:53,40.8021,-124.1637,52.0,86,43,8.01
453,Taiyuan,CN,2021-03-19 18:21:54,37.8694,112.5603,35.6,93,28,2.24
454,Lucapa,AO,2021-03-19 18:21:54,-8.4192,20.7447,72.73,72,66,1.77
455,Shenjiamen,CN,2021-03-19 18:21:54,29.9576,122.298,53.38,95,84,6.13
456,Komsomolskiy,UZ,2021-03-19 18:21:55,40.4272,71.7189,55.4,26,90,6.91
457,Tocache,PE,2021-03-19 18:21:55,-8.1842,-76.5125,85.17,63,100,1.32
458,Ranong,TH,2021-03-19 18:19:09,9.9658,98.6348,76.69,88,18,2.77
459,Siocon,PH,2021-03-19 18:21:56,7.7061,122.1353,78.58,83,84,7.23
460,Tongren,CN,2021-03-19 18:21:56,27.7172,109.1853,44.76,91,100,9.08
461,Lasa,IT,2021-03-19 18:21:56,46.6166,10.7002,46.4,46,20,3.44
462,Poum,NC,2021-03-19 18:21:56,-20.2333,164.0167,79.07,75,100,16.17
463,Nahariyya,IL,2021-03-19 18:21:57,33.0059,35.0941,60.8,63,0,5.75
464,Asyut,EG,2021-03-19 18:21:57,27.181,31.1837,71.6,35,0,11.5
465,Biloela,AU,2021-03-19 18:21:57,-24.4167,150.5,69.94,94,80,6.8
466,Tortoli,IT,2021-03-19 18:21:58,39.9256,9.6572,48.2,87,40,4.61
467,Salalah,OM,2021-03-19 18:21:58,17.0151,54.0924,78.8,73,0,3.44
468,Anchorage,US,2021-03-19 18:18:33,61.2181,-149.9003,8.01,92,1,1.39
469,Vanavara,RU,2021-03-19 18:21:58,60.34,102.2797,20.34,92,100,13.06
470,Manggar,ID,2021-03-19 18:21:59,-2.8833,108.2667,79.84,81,33,3.38
471,Kupino,RU,2021-03-19 18:21:25,54.3663,77.2981,21.61,81,99,16.69
472,San Patricio,US,2021-03-19 18:21:59,28.017,-97.5169,69.8,32,20,10.36
473,Gladstone,AU,2021-03-19 18:22:00,-23.85,151.25,75.2,83,40,6.91
474,Kushmurun,KZ,2021-03-19 18:22:00,52.4503,64.6311,33.91,93,100,17.07
475,Fort Nelson,CA,2021-03-19 18:22:00,58.8053,-122.7002,30.2,55,75,11.5
476,Camopi,GF,2021-03-19 18:22:01,3.1655,-52.3158,87.1,54,69,3.42
477,Airai,TL,2021-03-19 18:22:01,-8.9266,125.4092,59.68,90,22,2.37
478,Vitim,RU,2021-03-19 18:22:01,59.4511,112.5578,18.79,95,100,7.05
479,Chifeng,CN,2021-03-19 18:22:02,42.2683,118.9636,33.91,93,100,3.09
480,Guanare,VE,2021-03-19 18:22:02,9.0418,-69.7421,89.6,40,97,10.36
481,Chipinge,ZW,2021-03-19 18:22:02,-20.1883,32.6236,64.85,85,5,5.99
482,Pemba,MZ,2021-03-19 18:22:03,-12.974,40.5178,84.2,79,20,5.75
483,Mayenne,FR,2021-03-19 18:22:03,48.3333,-0.6667,46.4,49,0,14.97
484,Kasongo-Lunda,CD,2021-03-19 18:22:03,-6.4667,16.8167,73.87,91,98,0.47
485,Cabedelo,BR,2021-03-19 18:22:03,-6.9811,-34.8339,86.0,66,40,16.11
486,Mareeba,AU,2021-03-19 18:22:04,-17.0,145.4333,75.2,88,40,8.05
487,The Valley,AI,2021-03-19 18:17:13,18.217,-63.0578,82.4,69,75,17.27
488,Bilibino,RU,2021-03-19 18:22:04,68.0546,166.4372,-22.32,65,79,1.25
489,Rafaela,AR,2021-03-19 18:22:04,-31.2503,-61.4867,79.0,47,82,4.0
490,Weligama,LK,2021-03-19 18:22:05,5.9667,80.4167,77.61,82,100,3.85
491,Samarai,PG,2021-03-19 18:22:05,-10.6167,150.6667,81.99,76,8,8.61
492,Banda Aceh,ID,2021-03-19 18:22:05,5.5577,95.3222,79.99,79,99,3.83
493,Athens,GR,2021-03-19 18:21:52,37.9795,23.7162,57.0,71,20,2.3
494,Tallahassee,US,2021-03-19 18:21:14,30.4383,-84.2807,62.01,44,75,9.22
495,Gouyave,GD,2021-03-19 18:22:06,12.1646,-61.7296,84.2,74,40,20.71
496,Eyl,SO,2021-03-19 18:22:06,7.9803,49.8164,77.92,79,0,14.72
497,Ust-Kuyga,RU,2021-03-19 18:22:06,70.0167,135.6,-4.18,95,100,3.4
498,Lavrentiya,RU,2021-03-19 18:22:06,65.5833,-171.0,-15.92,90,9,5.93
499,Craig,US,2021-03-19 18:22:07,40.5153,-107.5464,51.8,37,1,11.5
500,San Cristobal,VE,2021-03-19 18:22:07,7.7669,-72.225,78.8,83,75,6.91
501,Pakxan,LA,2021-03-19 18:22:07,18.3778,103.6601,81.41,48,17,3.09
502,Kamaishi,JP,2021-03-19 18:22:08,39.2667,141.8833,36.61,69,18,5.53
503,Taltal,CL,2021-03-19 18:22:08,-25.4,-70.4833,68.05,73,52,6.31
504,Port Macquarie,AU,2021-03-19 18:22:08,-31.4333,152.9167,68.0,100,75,12.66
505,Wlodawa,PL,2021-03-19 18:22:09,51.55,23.55,28.99,83,86,3.87
506,Msanga,TZ,2021-03-19 18:22:09,-6.05,36.0333,73.4,73,20,9.22
507,Bataipora,BR,2021-03-19 18:22:09,-22.2953,-53.2711,85.33,61,95,8.3
508,Bela Palanka,RS,2021-03-19 18:22:10,43.2183,22.3111,41.0,56,0,6.91
509,Ahome,MX,2021-03-19 18:22:10,25.9167,-109.1833,78.01,35,1,9.42
510,Mayo,US,2021-03-19 18:22:10,38.8876,-76.5119,48.0,36,1,17.27
511,Rio Gallegos,AR,2021-03-19 18:22:10,-51.6226,-69.2181,53.6,76,75,5.75
512,Sistranda,NO,2021-03-19 18:22:11,63.7256,8.834,42.8,87,75,24.16
513,Foligno,IT,2021-03-19 18:22:11,42.944,12.7011,44.6,49,57,12.66
514,Batsfjord,NO,2021-03-19 18:22:11,70.6345,29.7185,24.8,93,40,43.73
515,Suslovo,RU,2021-03-19 18:22:12,56.2167,88.1167,21.74,89,100,8.99
516,Zhigansk,RU,2021-03-19 18:22:12,66.7697,123.3711,-18.87,91,97,6.82
517,Kunya,NG,2021-03-19 18:22:12,12.2233,8.5325,93.2,22,70,5.75
518,Palmer,US,2021-03-19 18:22:13,42.1584,-72.3287,39.2,19,20,18.41
519,Ukiah,US,2021-03-19 18:17:30,39.1502,-123.2078,53.01,82,20,4.61
520,Oka,CA,2021-03-19 18:22:13,45.4649,-74.0889,32.0,42,0,9.22
521,Luena,AO,2021-03-19 18:22:13,-11.7833,19.9167,65.64,90,82,2.46
522,Ust-Kalmanka,RU,2021-03-19 18:22:13,52.1207,83.305,20.68,84,92,3.02
523,Porto Seguro,BR,2021-03-19 18:22:14,-16.4497,-39.0647,84.2,61,20,12.66
524,Skjervoy,NO,2021-03-19 18:22:14,70.0311,20.9714,42.8,61,75,9.22
525,Algiers,DZ,2021-03-19 18:21:48,36.7525,3.042,53.6,76,75,9.22
526,Micheweni,TZ,2021-03-19 18:22:15,-4.9667,39.8333,81.9,75,71,11.21
527,Bonavista,CA,2021-03-19 18:22:15,48.6499,-53.1147,43.0,100,100,11.5
528,Villiers,ZA,2021-03-19 18:22:15,-27.0303,28.6006,64.49,45,31,5.19
529,Nanyamba,TZ,2021-03-19 18:22:16,-10.6833,39.8333,77.0,94,20,8.05
530,Dzhebariki-Khaya,RU,2021-03-19 18:22:16,62.2167,135.8,0.12,86,99,4.38
531,Presidencia Roque Saenz Pena,AR,2021-03-19 18:22:16,-26.7852,-60.4388,89.01,44,79,1.99
532,Kroya,ID,2021-03-19 18:22:17,-7.6331,109.2461,77.4,85,97,3.76
533,Ilula,TZ,2021-03-19 18:22:17,-7.6766,36.0366,69.8,78,40,3.91
534,Sim,RU,2021-03-19 18:22:17,54.993,57.6982,25.56,95,100,2.3
535,Dingle,PH,2021-03-19 18:22:18,10.9995,122.6711,77.04,85,57,6.13
536,Storforshei,NO,2021-03-19 18:22:18,66.4043,14.5233,28.0,93,75,2.3
537,Vytegra,RU,2021-03-19 18:21:16,61.0064,36.4481,16.79,97,99,4.34
538,Guilin,CN,2021-03-19 18:22:18,25.2819,110.2864,59.0,82,90,11.18
539,Behbahan,IR,2021-03-19 18:18:03,30.5959,50.2417,71.6,35,40,9.22
540,Puerto Leguizamo,CO,2021-03-19 18:22:19,-0.1934,-74.7819,91.02,47,92,5.17
541,Necochea,AR,2021-03-19 18:22:19,-38.5473,-58.7368,73.99,51,0,5.01
542,Ayan,RU,2021-03-19 18:22:19,56.45,138.1667,9.99,69,0,8.21
543,Uyuni,BO,2021-03-19 18:22:20,-20.4597,-66.825,61.7,29,79,13.18
544,Sabang,ID,2021-03-19 18:22:20,5.8933,95.3214,83.52,67,96,5.55
545,Half Moon Bay,US,2021-03-19 18:22:20,37.4636,-122.4286,57.0,100,90,8.14
546,Narodychi,UA,2021-03-19 18:22:21,51.2029,29.0823,32.95,87,100,3.96
547,Evensk,RU,2021-03-19 18:22:21,61.95,159.2333,0.41,79,100,10.71
548,Ancud,CL,2021-03-19 18:22:21,-41.8697,-73.8203,55.99,82,75,5.75
549,Flagstaff,US,2021-03-19 18:21:28,35.1981,-111.6513,61.0,19,1,10.36
550,Chittur,IN,2021-03-19 18:22:22,10.7,76.75,78.8,47,48,3.44
551,Agadir,MA,2021-03-19 18:22:22,30.4202,-9.5982,71.6,46,20,18.41
552,Ust-Nera,RU,2021-03-19 18:22:22,64.5667,143.2,-12.28,95,51,6.76
553,Shubarshi,KZ,2021-03-19 18:22:23,48.5872,57.1869,29.44,94,98,19.84
554,Namibe,AO,2021-03-19 18:22:23,-15.1961,12.1522,73.9,74,88,10.31
555,Manokwari,ID,2021-03-19 18:22:23,-0.8667,134.0833,78.17,80,91,3.22
556,Guarapari,BR,2021-03-19 18:22:23,-20.6667,-40.4975,84.2,65,20,16.11
557,Malartic,CA,2021-03-19 18:22:24,48.1335,-78.1328,37.99,38,75,14.97
558,Solont,RO,2021-03-19 18:22:24,46.55,26.5167,34.0,93,90,5.75
559,Lardos,GR,2021-03-19 18:22:24,36.0942,28.0157,57.99,77,40,3.44
560,Constitucion,CL,2021-03-19 18:18:04,-35.3333,-72.4167,63.01,52,57,7.29
561,Milton,US,2021-03-19 18:22:25,34.1322,-84.3007,60.01,65,17,4.0
562,Port Shepstone,ZA,2021-03-19 18:22:25,-30.7414,30.455,74.75,84,79,12.35
563,Arica,CL,2021-03-19 18:22:25,-18.475,-70.3042,75.2,57,0,13.8
564,Pitkyaranta,RU,2021-03-19 18:22:26,61.5734,31.4792,11.34,90,89,4.14
565,Namtsy,RU,2021-03-19 18:22:26,62.7161,129.6658,5.0,85,0,0.85
566,Klaksvik,FO,2021-03-19 18:22:26,62.2266,-6.589,46.4,87,90,13.8
567,Milkovo,RU,2021-03-19 18:22:26,54.7167,158.6167,20.21,96,100,2.33
568,Gaziantep,TR,2021-03-19 18:22:27,37.0594,37.3825,48.2,81,0,8.05
569,Xining,CN,2021-03-19 18:22:27,36.6167,101.7667,24.31,74,99,3.13
